SCORE:     score     fa_atr     fa_rep     fa_sol    fa_intra_rep    fa_intra_sol_xover4    lk_ball_wtd    fa_elec    pro_close    hbond_sr_bb    hbond_lr_bb    hbond_bb_sc    hbond_sc    dslf_fa13      omega     fa_dun    p_aa_pp    yhh_planarity        ref    rama_prepro    Filter_Stage2_aBefore    Filter_Stage2_bQuarter    Filter_Stage2_cHalf    Filter_Stage2_dEnd    co        rms     maxsub    clashes_total    clashes_bb       time description
SCORE:  -335.057   -706.498     71.599    502.849           1.177                 25.666        -22.984   -223.351        0.356        -89.542         -0.856         -8.715     -17.542        0.000     10.508    152.420    -10.086            0.139    -11.210         -8.986                    0.000                     0.000                  0.000                 0.000 11.882      1.343    117.000            0.000         0.000    713.000  S_00002001
SCORE:  -343.466   -728.646     78.618    508.251           1.173                 26.859        -22.644   -226.964        0.223        -83.039         -1.189        -10.938     -17.300        0.000     11.307    153.673    -10.420            0.317    -11.210        -11.537                    0.000                     0.000                  0.000                 0.000 12.102      0.791    117.000            0.000         0.000   1004.000  S_00001979
SCORE:  -341.258   -711.640     69.370    506.886           1.162                 26.488        -22.807   -225.246        0.280        -87.186         -1.163        -10.631     -16.748        0.000      8.905    149.562    -10.261            0.217    -11.210         -7.235                    0.000                     0.000                  0.000                 0.000 11.588      1.280    117.000            0.000         0.000    651.000  S_00002007
SCORE:  -344.455   -723.129     74.527    509.567           1.189                 25.904        -22.575   -225.239        0.216        -88.123         -1.737         -8.159     -19.404        0.000     10.320    151.591     -9.332            0.221    -11.210         -9.081                    0.000                     0.000                  0.000                 0.000 12.245      1.292    117.000            0.000         0.000    864.000  S_00001990
SCORE:  -283.975   -657.067     67.059    508.828           1.165                 23.930        -22.169   -220.012        0.122        -82.845         -1.776         -6.110     -17.586        0.000      7.282    150.026    -15.260            0.129    -11.210         -8.481                    0.000                     0.000                  0.000                 0.000 12.337      7.578     85.000            0.000         0.000    626.000  S_00002008
SCORE:  -341.643   -725.321     79.473    512.162           1.207                 26.702        -19.362   -229.372        0.283        -88.350         -1.193         -7.784     -19.373        0.000     12.708    150.639    -10.482            0.199    -11.210        -12.567                    0.000                     0.000                  0.000                 0.000 11.811      0.961    117.000            0.000         0.000    978.000  S_00001984
SCORE:  -326.596   -701.210     69.200    513.982           1.164                 26.770        -24.585   -226.257        0.298        -87.012         -1.224        -10.514     -11.904        0.000     10.410    144.686    -11.275            0.101    -11.210         -8.018                    0.000                     0.000                  0.000                 0.000 12.346      3.037    111.000            0.000         0.000    682.000  S_00002006
SCORE:  -346.394   -730.117     78.677    502.762           1.183                 25.170        -23.988   -217.875        0.347        -86.709         -1.229         -8.472     -15.845        0.000      7.853    153.036     -9.543            0.156    -11.210        -10.592                    0.000                     0.000                  0.000                 0.000 12.243      0.694    117.000            0.000         0.000    759.000  S_00002002
SCORE:  -337.731   -685.162     64.459    490.970           1.133                 22.949        -25.208   -214.164        0.232        -86.699         -1.502         -5.051     -13.979        0.000      6.951    142.339    -12.609            0.039    -11.210        -11.218                    0.000                     0.000                  0.000                 0.000 10.564      2.567    117.000            0.000         0.000    825.000  S_00001998
SCORE:  -260.003   -652.140     74.130    488.950           1.160                 24.144        -25.726   -211.303        0.446        -79.659         -1.056         -5.175     -14.606        0.000      7.979    150.860     -8.341            0.087    -11.210          1.455                    0.000                     0.000                  0.000                 0.000 14.172      9.064     56.000            0.000         0.000    640.000  S_00002009
SCORE:  -341.430   -714.162     72.415    510.775           1.216                 24.876        -20.888   -232.380        0.383        -85.490         -1.028         -7.045     -19.590        0.000      6.725    152.653     -9.337            0.298    -11.210         -9.641                    0.000                     0.000                  0.000                 0.000 11.663      1.800    117.000            0.000         0.000   1052.000  S_00001982
SCORE:  -343.292   -724.295     72.758    504.619           1.229                 23.059        -25.699   -221.326        0.395        -86.362         -1.479         -6.468     -14.338        0.000      9.321    152.533     -8.854            0.089    -11.210         -7.265                    0.000                     0.000                  0.000                 0.000 12.047      1.757    117.000            0.000         0.000    845.000  S_00001999
SCORE:  -331.031   -702.331     72.046    500.323           1.165                 26.367        -23.233   -225.809        0.244        -84.755         -1.110         -9.027     -15.392        0.000      5.794    153.134     -9.853            1.380    -11.210         -8.763                    0.000                     0.000                  0.000                 0.000 11.919      2.068    117.000            0.000         0.000    666.000  S_00002010
SCORE:  -352.008   -728.754     76.739    509.158           1.176                 25.218        -22.985   -230.527        0.457        -84.395         -0.768         -9.838     -19.740        0.000      7.658    155.079     -9.746            0.084    -11.210         -9.612                    0.000                     0.000                  0.000                 0.000 12.136      0.943    117.000            0.000         0.000   1055.000  S_00001985
SCORE:  -345.202   -717.459     73.358    508.160           1.123                 24.184        -25.961   -226.911        0.396        -84.721         -1.636         -8.004     -17.954        0.000      8.656    152.930    -10.176            0.313    -11.210        -10.290                    0.000                     0.000                  0.000                 0.000 12.672      1.924    117.000            0.000         0.000   1021.000  S_00001995
SCORE:  -345.166   -733.432     76.953    517.215           1.132                 23.995        -22.303   -225.574        0.332        -85.299         -1.023         -6.638     -20.530        0.000      9.945    150.867    -10.218            0.151    -11.210         -9.531                    0.000                     0.000                  0.000                 0.000 12.291      0.906    117.000            0.000         0.000   1178.000  S_00001983
SCORE:  -262.878   -637.736     67.743    505.399           1.175                 27.616        -23.741   -218.965        0.263        -80.810         -1.849         -6.454     -20.795        0.000      8.189    151.087    -11.996            0.470    -11.210        -11.266                    0.000                     0.000                  0.000                 0.000 11.487      9.473     60.000            0.000         0.000    637.000  S_00002014
SCORE:  -348.954   -727.184     75.793    506.601           1.171                 25.100        -25.295   -222.969        0.089        -87.372         -1.182        -10.066     -12.129        0.000      9.693    151.222    -10.176            0.074    -11.210        -11.115                    0.000                     0.000                  0.000                 0.000 11.680      1.708    117.000            0.000         0.000    712.000  S_00002012
SCORE:  -331.213   -705.794     79.191    500.767           1.153                 24.822        -21.391   -221.618        0.222        -81.614         -1.016         -7.479     -22.562        0.000      9.149    148.005    -10.676            0.471    -11.210        -11.635                    0.000                     0.000                  0.000                 0.000 11.883      1.731    117.000            0.000         0.000    930.000  S_00002005
SCORE:  -352.674   -726.301     74.129    509.045           1.136                 24.316        -21.485   -222.797        0.331        -86.416         -1.280         -8.473     -22.543        0.000      8.187    151.347    -11.300            0.203    -11.210         -9.562                    0.000                     0.000                  0.000                 0.000 12.320      0.971    117.000            0.000         0.000    791.000  S_00002011
SCORE:  -270.362   -650.804     71.503    493.818           1.132                 25.780        -22.720   -217.483        0.458        -87.771          0.000         -9.809     -17.306        0.000      8.033    154.763     -6.947            0.063    -11.210         -1.862                    0.000                     0.000                  0.000                 0.000 16.229     13.055     43.000            0.000         0.000    683.000  S_00002016
SCORE:  -278.565   -642.770     60.082    498.077           1.241                 23.819        -20.946   -217.262        0.367        -83.498         -2.327         -2.639     -20.489        0.000      8.505    150.301    -11.403            0.512    -11.210         -8.927                    0.000                     0.000                  0.000                 0.000 11.588     10.011     69.000            0.000         0.000    618.000  S_00002022
SCORE:  -346.705   -727.254     75.505    522.354           1.195                 26.453        -20.603   -236.504        0.291        -87.777         -1.556         -8.294     -20.627        0.000      9.595    152.334    -10.559            0.214    -11.210        -10.260                    0.000                     0.000                  0.000                 0.000 11.532      1.560    117.000            0.000         0.000    662.000  S_00002018
SCORE:  -334.040   -720.300     75.633    513.033           1.211                 25.759        -22.705   -228.506        0.345        -85.176         -1.408         -9.125     -15.792        0.000     10.095    152.589    -10.711            0.249    -11.210         -8.024                    0.000                     0.000                  0.000                 0.000 11.927      1.906    117.000            0.000         0.000   1048.000  S_00002004
SCORE:  -344.220   -718.547     73.267    503.064           1.182                 24.770        -22.329   -227.205        0.395        -83.312         -1.127         -7.306     -20.405        0.000      9.613    153.609     -9.503            0.240    -11.210         -9.415                    0.000                     0.000                  0.000                 0.000 11.984      1.493    117.000            0.000         0.000    692.000  S_00002021
SCORE:  -330.732   -715.716     75.832    509.637           1.202                 27.208        -23.179   -227.284        0.233        -87.616         -1.091         -7.227     -17.858        0.000     11.361    154.173     -9.670            0.220    -11.210         -9.746                    0.000                     0.000                  0.000                 0.000 12.501      1.531    117.000            0.000         0.000    675.000  S_00002026
SCORE:  -317.813   -709.197     78.126    502.815           1.196                 26.012        -25.311   -212.713        0.299        -79.192         -1.328         -8.139     -16.345        0.000      8.631    151.456    -10.223            0.298    -11.210        -12.987                    0.000                     0.000                  0.000                 0.000 11.689      1.055    117.000            0.000         0.000    678.000  S_00002029
SCORE:  -353.120   -725.245     74.432    506.736           1.145                 24.112        -22.487   -226.209        0.347        -87.510         -1.853         -8.387     -18.202        0.000      9.454    150.997    -11.767            0.101    -11.210         -7.573                    0.000                     0.000                  0.000                 0.000 12.143      0.608    117.000            0.000         0.000    707.000  S_00002028
SCORE:  -338.182   -721.848     74.162    510.656           1.142                 24.882        -23.678   -221.209        0.269        -84.151         -1.210         -8.141     -15.878        0.000      8.801    153.248    -11.763            0.116    -11.210        -12.371                    0.000                     0.000                  0.000                 0.000 12.053      1.064    117.000            0.000         0.000    887.000  S_00002017
SCORE:  -354.438   -717.205     71.375    509.639           1.161                 24.532        -22.634   -231.577        0.374        -87.825         -1.505         -9.585     -20.865        0.000      9.861    151.179     -9.587            0.146    -11.210        -10.712                    0.000                     0.000                  0.000                 0.000 11.423      2.382    117.000            0.000         0.000    719.000  S_00002031
SCORE:  -326.083   -724.014     77.861    513.464           1.638                 24.231        -23.813   -224.003        0.173        -83.204         -1.270         -9.029     -16.171        0.000      8.513    160.762     -9.063            0.188    -11.210        -11.136                    0.000                     0.000                  0.000                 0.000 12.253      1.628    117.000            0.000         0.000    841.000  S_00002023
SCORE:  -333.428   -717.269     73.519    497.797           1.173                 25.111        -23.860   -209.012        0.153        -83.359         -2.782         -8.771     -17.473        0.000      8.701    154.445     -9.473            0.174    -11.210        -11.290                    0.000                     0.000                  0.000                 0.000 11.728      1.639    117.000            0.000         0.000    714.000  S_00002032
SCORE:  -326.336   -704.432     71.076    506.473           1.115                 24.311        -23.953   -217.804        0.122        -87.727         -0.625         -6.415     -15.216        0.000      8.153    147.795     -8.928            0.429    -11.210         -9.499                    0.000                     0.000                  0.000                 0.000 11.919      2.449    117.000            0.000         0.000    653.000  S_00002038
SCORE:  -325.538   -718.464     74.554    508.523           1.279                 26.591        -24.227   -227.190        0.309        -81.820         -1.381         -7.444     -14.618        0.000      9.739    155.860     -8.575            0.088    -11.210         -7.550                    0.000                     0.000                  0.000                 0.000 12.143      1.225    117.000            0.000         0.000    655.000  S_00002039
SCORE:  -353.890   -725.643     76.222    508.285           1.150                 24.703        -22.744   -230.689        0.133        -86.138         -1.138         -8.992     -20.938        0.000      8.288    156.073    -10.916            0.100    -11.210        -10.436                    0.000                     0.000                  0.000                 0.000 11.926      1.033    117.000            0.000         0.000    937.000  S_00002024
SCORE:  -344.643   -727.490     80.699    511.332           1.160                 25.880        -22.986   -236.196        0.278        -84.117         -1.006         -8.793     -17.541        0.000      8.838    158.011    -10.640            0.401    -11.210        -11.263                    0.000                     0.000                  0.000                 0.000 11.788      1.521    117.000            0.000         0.000    760.000  S_00002036
SCORE:  -329.541   -699.493     71.584    502.192           1.279                 26.502        -24.821   -222.423        0.344        -87.514         -1.718         -6.672     -24.081        0.000      8.428    156.728    -10.786            0.849    -11.210         -8.728                    0.000                     0.000                  0.000                 0.000 12.175      2.165    117.000            0.000         0.000    654.000  S_00002042
SCORE:  -328.726   -694.589     70.134    514.948           1.211                 26.012        -21.334   -246.605        0.162        -85.711         -1.060         -9.070     -21.319        0.000      8.697    157.929     -9.911            0.258    -11.210         -7.269                    0.000                     0.000                  0.000                 0.000 13.494      9.460     71.000            0.000         0.000   1016.000  S_00002020
SCORE:  -275.575   -650.033     66.529    501.041           1.218                 25.997        -19.882   -215.461        0.077        -84.224         -2.013        -10.493     -19.613        0.000      8.756    150.962     -9.319            0.085    -11.210         -7.991                    0.000                     0.000                  0.000                 0.000 12.525     11.664     59.000            0.000         0.000    675.000  S_00002041
SCORE:  -331.000   -717.745     78.525    505.082           1.140                 24.617        -27.284   -213.835        0.485        -85.712         -1.172         -8.461     -13.000        0.000      9.837    148.294     -9.704            0.091    -11.210        -10.947                    0.000                     0.000                  0.000                 0.000 11.858      1.628    117.000            0.000         0.000    667.000  S_00002043
SCORE:  -328.394   -704.054     73.964    506.011           1.166                 25.266        -22.741   -226.155        0.412        -82.828         -2.704         -8.254     -20.878        0.000     12.024    151.643    -11.618            0.076    -11.210         -8.515                    0.000                     0.000                  0.000                 0.000 12.011      2.396    117.000            0.000         0.000    636.000  S_00002049
SCORE:  -331.247   -711.896     76.994    512.346           1.189                 24.969        -22.882   -224.660        0.149        -84.247         -1.166        -11.914     -16.631        0.000      6.998    153.480    -11.402            0.313    -11.210        -11.679                    0.000                     0.000                  0.000                 0.000 12.108      2.643    117.000            0.000         0.000    964.000  S_00002025
SCORE:  -312.748   -676.823     68.899    501.105           1.226                 26.052        -22.158   -226.332        0.051        -83.608         -0.840         -8.157     -15.515        0.000      4.595    152.640    -12.230            0.219    -11.210        -10.661                    0.000                     0.000                  0.000                 0.000 11.567      3.392    105.000            0.000         0.000    670.000  S_00002044
SCORE:  -344.369   -725.518     73.771    502.026           1.302                 24.672        -25.791   -216.066        0.223        -83.616         -1.451        -12.221     -13.896        0.000      8.419    155.916    -10.945            0.130    -11.210        -10.114                    0.000                     0.000                  0.000                 0.000 12.410      1.218    117.000            0.000         0.000    909.000  S_00002027
SCORE:  -325.135   -716.084     79.672    508.774           1.194                 24.482        -19.134   -229.333        0.258        -87.522         -1.699         -7.387     -21.285        0.000     12.884    160.056    -10.674            0.491    -11.210         -8.619                    0.000                     0.000                  0.000                 0.000 12.488      0.782    117.000            0.000         0.000    792.000  S_00002037
SCORE:  -335.725   -722.178     80.164    515.540           1.158                 25.518        -22.322   -228.940        0.134        -85.660         -1.288         -8.488     -19.268        0.000     10.621    155.657    -12.105            0.368    -11.210        -13.427                    0.000                     0.000                  0.000                 0.000 12.260      2.488    117.000            0.000         0.000    718.000  S_00002040
SCORE:  -313.315   -694.068     74.088    511.993           1.179                 25.735        -21.101   -224.710        0.290        -86.651         -0.761        -10.589     -20.758        0.000     11.551    149.348     -9.644            0.148    -11.210         -8.156                    0.000                     0.000                  0.000                 0.000 11.691      6.403     87.000            0.000         0.000    675.000  S_00002046
SCORE:  -340.991   -715.963     75.772    509.286           1.137                 25.842        -25.131   -226.859        0.270        -84.383         -1.327         -6.148     -15.243        0.000      8.951    144.726     -9.269            0.076    -11.210        -11.517                    0.000                     0.000                  0.000                 0.000 11.423      1.932    117.000            0.000         0.000    896.000  S_00002030
SCORE:  -345.786   -725.787     78.049    505.036           1.154                 24.811        -21.805   -220.900        0.069        -89.371         -0.993         -7.007     -17.063        0.000     11.469    149.778    -11.135            0.198    -11.210        -11.080                    0.000                     0.000                  0.000                 0.000 12.202      0.936    117.000            0.000         0.000   1157.000  S_00002013
SCORE:  -330.380   -713.029     69.225    515.390           1.150                 24.881        -20.626   -228.951        0.308        -88.614         -0.560         -7.810     -18.381        0.000      9.839    153.248     -7.256            0.138    -11.210         -8.122                    0.000                     0.000                  0.000                 0.000 13.049      9.267     87.000            0.000         0.000   1085.000  S_00002019
SCORE:  -338.341   -719.520     74.993    518.530           1.202                 26.523        -23.007   -234.571        0.216        -86.787         -1.337         -8.525     -21.214        0.000      9.397    153.609     -9.041            0.837    -11.210         -8.437                    0.000                     0.000                  0.000                 0.000 12.071      1.238    117.000            0.000         0.000    866.000  S_00002033
SCORE:  -328.849   -695.073     70.875    510.190           1.152                 25.167        -28.414   -223.102        0.296        -82.492         -1.338         -9.087     -16.054        0.000      7.061    148.481    -13.460            0.096    -11.210        -11.938                    0.000                     0.000                  0.000                 0.000 13.899      6.622     81.000            0.000         0.000    701.000  S_00002048
SCORE:  -342.137   -724.142     72.256    502.950           1.225                 24.897        -25.468   -215.099        0.115        -88.274         -1.325         -7.327     -13.263        0.000     10.644    153.136    -10.775            0.097    -11.210        -10.576                    0.000                     0.000                  0.000                 0.000 11.596      1.337    117.000            0.000         0.000    887.000  S_00002035
SCORE:  -343.861   -709.281     74.109    492.695           1.186                 23.415        -23.691   -215.932        0.052        -84.450         -1.466         -9.673     -17.693        0.000      7.118    154.769    -11.745            0.240    -11.210        -12.302                    0.000                     0.000                  0.000                 0.000 11.949      1.462    117.000            0.000         0.000    756.000  S_00002047
SCORE:  -343.003   -722.626     73.159    510.247           1.161                 23.640        -21.905   -229.392        0.586        -87.244         -1.080         -7.075     -19.183        0.000     10.875    154.322    -10.074            0.083    -11.210         -7.285                    0.000                     0.000                  0.000                 0.000 12.453      0.861    117.000            0.000         0.000    698.000  S_00002052
SCORE:  -334.441   -719.855     72.210    517.761           1.155                 24.479        -21.823   -228.380        0.701        -87.662         -1.139        -12.344     -11.848        0.000     10.045    151.647    -11.192            0.119    -11.210         -7.106                    0.000                     0.000                  0.000                 0.000 12.721      2.982    111.000            0.000         0.000    942.000  S_00002034
SCORE:  -321.470   -693.002     75.954    493.704           1.156                 24.985        -21.026   -226.749        0.363        -85.274         -1.032        -10.991     -20.844        0.000      9.801    156.273     -7.173            0.259    -11.210         -6.662                    0.000                     0.000                  0.000                 0.000 11.591     11.591     69.000            0.000         0.000   1221.000  S_00002015
SCORE:  -339.043   -724.974     75.711    522.907           1.171                 27.538        -21.109   -236.706        0.212        -87.921         -1.309         -8.385     -22.327        0.000      8.155    159.325     -9.957            0.182    -11.210        -10.345                    0.000                     0.000                  0.000                 0.000 11.919      1.120    117.000            0.000         0.000    817.000  S_00002045
SCORE:  -348.482   -731.498     75.857    511.417           1.180                 25.007        -21.521   -226.935        0.084        -86.348         -1.383         -8.971     -14.380        0.000      9.632    151.677    -11.027            0.154    -11.210        -10.218                    0.000                     0.000                  0.000                 0.000 12.331      0.993    117.000            0.000         0.000    806.000  S_00002051
SCORE:  -345.825   -732.652     76.000    515.427           1.155                 25.557        -23.807   -230.629        0.260        -83.416         -0.898         -5.877     -18.130        0.000      9.851    153.498     -9.900            0.062    -11.210        -11.117                    0.000                     0.000                  0.000                 0.000 12.356      0.854    117.000            0.000         0.000    768.000  S_00002053
SCORE:  -281.100   -661.864     70.707    487.214           1.204                 24.968        -20.231   -204.087        0.654        -84.036         -1.233        -10.503     -18.418        0.000     10.176    152.465     -8.512            0.233    -11.210         -8.627                    0.000                     0.000                  0.000                 0.000 14.574     12.845     56.000            0.000         0.000    639.000  S_00002062
SCORE:  -335.939   -715.674     76.148    514.578           1.192                 25.206        -21.932   -232.916        0.624        -83.641         -1.913         -9.426     -24.467        0.000     10.344    154.865     -9.823            0.052    -11.210         -7.947                    0.000                     0.000                  0.000                 0.000 12.344      1.663    117.000            0.000         0.000    657.000  S_00002061
SCORE:  -351.404   -716.731     73.870    504.835           1.157                 24.674        -21.165   -230.786        0.366        -85.333         -1.162        -10.323     -19.948        0.000      7.918    147.580    -10.509            0.090    -11.210         -4.729                    0.000                     0.000                  0.000                 0.000 12.327      1.587    117.000            0.000         0.000    747.000  S_00002055
SCORE:  -296.177   -675.430     69.958    492.019           1.239                 26.113        -23.676   -214.432        0.285        -84.280         -0.703         -7.805     -19.305        0.000      6.180    159.718     -9.885            0.635    -11.210         -5.597                    0.000                     0.000                  0.000                 0.000 11.523      8.951     80.000            0.000         0.000    713.000  S_00002057
SCORE:  -330.623   -724.733     79.186    507.150           1.217                 26.515        -21.873   -225.296        0.258        -86.877         -1.447         -6.977     -20.464        0.000     14.313    156.198     -9.210            0.200    -11.210         -7.573                    0.000                     0.000                  0.000                 0.000 12.302      1.067    117.000            0.000         0.000    772.000  S_00002056
SCORE:  -328.187   -702.894     76.450    509.418           1.169                 26.406        -17.639   -230.685        0.164        -86.725         -1.446        -11.661     -25.048        0.000      9.074    157.575    -10.199            0.272    -11.210        -11.209                    0.000                     0.000                  0.000                 0.000 11.667      1.580    117.000            0.000         0.000    723.000  S_00002059
SCORE:  -325.748   -696.880     70.374    504.949           1.129                 24.812        -26.570   -214.545        0.221        -89.937         -1.146         -6.921     -14.917        0.000     10.551    144.790    -11.569            0.111    -11.210         -8.991                    0.000                     0.000                  0.000                 0.000 12.233      2.873    113.000            0.000         0.000    745.000  S_00002058
SCORE:  -315.375   -672.872     70.524    506.662           1.122                 22.219        -21.224   -230.060        0.305        -83.429         -3.380         -8.054     -22.282        0.000     10.601    147.719    -10.211            0.406    -11.210        -12.212                    0.000                     0.000                  0.000                 0.000 14.303     12.329     66.000            0.000         0.000    619.000  S_00002065
SCORE:  -333.744   -713.962     72.318    512.176           1.162                 24.450        -22.678   -220.215        0.336        -86.940         -1.580         -7.241     -15.161        0.000      8.226    145.532     -9.565            0.034    -11.210         -9.425                    0.000                     0.000                  0.000                 0.000 11.370      1.436    117.000            0.000         0.000   1052.000  S_00002050
SCORE:  -338.440   -724.664     79.476    511.177           1.143                 23.174        -23.461   -227.664        0.156        -84.386         -0.853         -7.404     -14.804        0.000      7.695    154.688    -10.076            0.203    -11.210        -11.629                    0.000                     0.000                  0.000                 0.000 12.442      1.042    117.000            0.000         0.000    822.000  S_00002064
SCORE:  -272.704   -655.283     71.556    513.521           1.147                 23.718        -22.563   -226.852        0.654        -89.424         -1.976         -7.983     -19.129        0.000      7.710    149.393     -8.187            0.761    -11.210          1.441                    0.000                     0.000                  0.000                 0.000 16.170     14.992     53.000            0.000         0.000    645.000  S_00002069
SCORE:  -339.653   -715.873     76.687    504.265           1.151                 26.693        -23.069   -224.305        0.447        -86.803         -1.765         -9.154     -18.432        0.000      9.732    151.418    -10.676            0.273    -11.210         -9.032                    0.000                     0.000                  0.000                 0.000 11.860      0.828    117.000            0.000         0.000    978.000  S_00002054
SCORE:  -343.469   -718.406     74.913    508.422           1.154                 24.888        -25.798   -221.828        0.268        -85.424         -1.466        -10.733     -14.587        0.000      8.589    146.891     -9.582            0.219    -11.210         -9.780                    0.000                     0.000                  0.000                 0.000 11.971      0.993    117.000            0.000         0.000    666.000  S_00002071
SCORE:  -317.608   -693.895     68.273    516.829           1.198                 24.671        -26.086   -223.745        0.286        -90.165          0.000         -7.522     -19.486        0.000     10.302    154.896    -10.710            0.807    -11.210        -12.052                    0.000                     0.000                  0.000                 0.000 15.924     11.638     56.000            0.000         0.000    665.000  S_00002072
SCORE:  -331.500   -713.891     75.041    511.770           1.229                 26.871        -22.450   -235.217        0.181        -84.232         -1.294         -7.687     -17.611        0.000      8.387    157.909    -11.632            0.365    -11.210         -8.029                    0.000                     0.000                  0.000                 0.000 12.321      1.391    117.000            0.000         0.000    901.000  S_00002063
SCORE:  -339.003   -721.771     77.312    509.542           1.149                 25.860        -20.868   -227.098        0.323        -85.322         -1.426         -8.831     -16.601        0.000      8.541    149.203     -8.424            0.265    -11.210         -9.648                    0.000                     0.000                  0.000                 0.000 11.997      0.996    117.000            0.000         0.000    725.000  S_00002070
SCORE:  -340.455   -720.567     73.902    508.036           1.128                 25.045        -26.606   -217.081        0.145        -86.022         -1.345         -8.796     -12.744        0.000      8.069    148.405     -9.824            0.108    -11.210        -11.099                    0.000                     0.000                  0.000                 0.000 12.217      0.882    117.000            0.000         0.000    806.000  S_00002066
SCORE:  -341.973   -707.939     72.804    502.138           1.135                 25.594        -23.393   -224.046        0.367        -86.363         -1.450         -7.372     -14.339        0.000      8.611    144.380    -10.450            0.097    -11.210        -10.537                    0.000                     0.000                  0.000                 0.000 12.025      1.551    117.000            0.000         0.000    804.000  S_00002067
SCORE:  -312.153   -686.230     65.281    510.514           1.274                 26.023        -26.068   -218.769        0.526        -88.542         -1.478        -10.887      -9.886        0.000      9.391    149.409    -12.759            0.082    -11.210         -8.823                    0.000                     0.000                  0.000                 0.000 11.541      3.738    105.000            0.000         0.000    656.000  S_00002077
SCORE:  -323.444   -722.833     81.458    509.442           1.262                 26.272        -24.469   -222.416        0.325        -80.335         -1.093         -8.168     -23.661        0.000      7.783    165.098     -8.645            0.483    -11.210        -12.738                    0.000                     0.000                  0.000                 0.000 12.342      0.925    117.000            0.000         0.000    670.000  S_00002074
SCORE:  -332.628   -728.606     80.412    516.341           1.150                 27.206        -19.420   -231.304        0.222        -83.421         -1.302         -7.021     -22.183        0.000     12.626    157.339    -11.493            0.117    -11.210        -12.082                    0.000                     0.000                  0.000                 0.000 11.648      1.367    117.000            0.000         0.000    633.000  S_00002086
SCORE:  -335.872   -720.606     79.573    509.330           1.139                 26.538        -21.416   -228.811        0.243        -82.120         -1.522         -9.854     -20.579        0.000     10.658    153.625    -10.860            0.152    -11.210        -10.153                    0.000                     0.000                  0.000                 0.000 12.277      0.949    117.000            0.000         0.000    837.000  S_00002068
SCORE:  -330.775   -703.810     71.091    507.357           1.180                 25.461        -21.766   -230.354        0.438        -83.039         -0.967         -7.941     -19.683        0.000      5.948    152.345     -8.989            0.140    -11.210         -6.975                    0.000                     0.000                  0.000                 0.000 11.286      2.538    117.000            0.000         0.000    653.000  S_00002085
SCORE:  -353.143   -726.098     77.529    511.321           1.104                 24.089        -21.452   -228.417        0.228        -86.422         -1.222         -9.136     -20.766        0.000      9.021    151.365    -12.327            0.474    -11.210        -11.223                    0.000                     0.000                  0.000                 0.000 11.914      0.811    117.000            0.000         0.000   1068.000  S_00002060
SCORE:  -337.605   -717.284     73.144    506.540           1.181                 25.016        -21.922   -227.406        0.104        -89.765         -1.396         -6.307     -15.168        0.000     10.656    154.934    -11.235            0.052    -11.210         -7.541                    0.000                     0.000                  0.000                 0.000 11.976      0.872    117.000            0.000         0.000    703.000  S_00002083
SCORE:  -327.755   -692.600     71.129    507.250           1.160                 25.155        -18.887   -232.124        0.340        -82.071         -1.064        -10.635     -26.491        0.000     11.491    149.995     -9.215            0.320    -11.210        -10.300                    0.000                     0.000                  0.000                 0.000 13.367     10.300     76.000            0.000         0.000    646.000  S_00002091
SCORE:  -337.744   -719.973     72.235    500.054           1.184                 25.040        -23.924   -216.267        0.174        -87.667         -1.772         -8.376     -13.251        0.000      9.810    152.583    -10.898            0.195    -11.210         -5.682                    0.000                     0.000                  0.000                 0.000 12.359      1.037    117.000            0.000         0.000    683.000  S_00002087
SCORE:  -345.097   -723.409     75.969    507.949           1.155                 25.171        -20.725   -225.861        0.312        -86.454         -1.427         -8.300     -21.436        0.000      8.590    154.999     -9.786            0.360    -11.210        -10.995                    0.000                     0.000                  0.000                 0.000 12.206      1.299    117.000            0.000         0.000    749.000  S_00002076
SCORE:  -340.295   -710.489     74.253    500.785           1.152                 25.025        -23.583   -224.676        0.285        -90.854         -1.339         -9.027     -13.326        0.000     11.005    148.982    -10.920            0.220    -11.210         -6.575                    0.000                     0.000                  0.000                 0.000 11.818      1.290    117.000            0.000         0.000    700.000  S_00002088
SCORE:  -343.002   -717.059     76.114    509.434           1.166                 26.303        -24.076   -229.759        0.206        -86.411         -1.348        -10.182     -16.376        0.000      8.063    154.661    -11.066            0.250    -11.210        -11.713                    0.000                     0.000                  0.000                 0.000 11.318      2.164    117.000            0.000         0.000    757.000  S_00002079
SCORE:  -330.310   -708.503     75.636    500.760           1.152                 25.827        -22.655   -215.771        0.416        -84.726         -0.897         -9.525     -15.709        0.000      8.216    147.514    -10.429            0.163    -11.210        -10.569                    0.000                     0.000                  0.000                 0.000 11.456      1.852    117.000            0.000         0.000    764.000  S_00002084
SCORE:  -350.014   -729.555     78.449    515.257           1.290                 26.679        -21.669   -240.689        0.219        -88.460         -1.110         -8.027     -21.116        0.000      9.364    160.893     -9.506            0.044    -11.210        -10.867                    0.000                     0.000                  0.000                 0.000 12.352      1.185    117.000            0.000         0.000    784.000  S_00002080
