SCORE:     score     fa_atr     fa_rep     fa_sol    fa_intra_rep    fa_intra_sol_xover4    lk_ball_wtd    fa_elec    pro_close    hbond_sr_bb    hbond_lr_bb    hbond_bb_sc    hbond_sc    dslf_fa13      omega     fa_dun    p_aa_pp    yhh_planarity        ref    rama_prepro    Filter_Stage2_aBefore    Filter_Stage2_bQuarter    Filter_Stage2_cHalf    Filter_Stage2_dEnd    co        rms     maxsub    clashes_total    clashes_bb       time description
SCORE:  -330.293   -714.612     78.133    503.813           1.138                 28.220        -22.711   -225.860        0.218        -79.997         -1.546         -8.896     -18.309        0.000      9.167    152.716     -9.308            0.323    -11.210        -11.572                    0.000                     0.000                  0.000                 0.000 12.011      1.041    117.000            0.000         0.000    821.000  S_00000199
SCORE:  -339.255   -724.722     78.943    509.706           1.145                 25.543        -25.433   -223.762        0.375        -80.692         -1.259         -8.589     -19.565        0.000      9.755    154.781    -11.611            0.043    -11.210        -12.703                    0.000                     0.000                  0.000                 0.000 11.539      1.175    117.000            0.000         0.000    757.000  S_00000204
SCORE:  -336.990   -713.772     73.530    506.041           1.186                 25.405        -24.382   -221.167        0.317        -87.136         -1.165        -10.442     -11.559        0.000      8.605    149.751    -11.332            0.176    -11.210         -9.835                    0.000                     0.000                  0.000                 0.000 12.040      1.471    117.000            0.000         0.000    727.000  S_00000209
SCORE:  -290.577   -661.589     69.305    502.103           1.229                 24.695        -20.137   -230.506        0.146        -84.845         -1.318         -6.808     -21.013        0.000     10.486    156.780    -10.516            0.863    -11.210         -8.243                    0.000                     0.000                  0.000                 0.000 10.851     10.371     68.000            0.000         0.000    703.000  S_00000213
SCORE:  -337.366   -716.614     79.322    508.354           1.167                 25.762        -23.434   -224.697        0.287        -85.077         -1.650         -7.710     -17.464        0.000      9.484    146.896     -9.761            0.250    -11.210        -11.271                    0.000                     0.000                  0.000                 0.000 11.765      1.433    117.000            0.000         0.000    782.000  S_00000202
SCORE:  -347.403   -719.024     78.508    512.658           1.168                 24.679        -19.842   -237.727        0.245        -84.617         -1.281         -8.711     -21.214        0.000     10.266    151.989    -11.231            0.158    -11.210        -12.215                    0.000                     0.000                  0.000                 0.000 11.269      1.698    117.000            0.000         0.000    750.000  S_00000212
SCORE:  -346.757   -718.162     73.375    511.764           1.142                 23.447        -22.729   -229.320        0.237        -86.323         -1.631         -6.621     -19.925        0.000      8.898    148.933    -10.299            0.128    -11.210         -8.462                    0.000                     0.000                  0.000                 0.000 12.178      0.993    117.000            0.000         0.000    917.000  S_00000194
SCORE:  -345.192   -722.110     80.382    511.771           1.170                 26.575        -20.678   -228.466        0.283        -87.703         -0.699        -10.243     -20.893        0.000     10.127    149.461    -11.458            0.098    -11.210        -11.599                    0.000                     0.000                  0.000                 0.000 11.781      0.702    117.000            0.000         0.000    729.000  S_00000216
SCORE:  -305.330   -696.143     71.528    516.136           1.656                 25.123        -23.751   -228.203        0.274        -84.540         -1.412        -10.961     -15.572        0.000      8.291    162.616     -8.772            0.271    -11.210        -10.663                    0.000                     0.000                  0.000                 0.000 11.531      3.579    109.000            0.000         0.000    675.000  S_00000220
SCORE:  -355.024   -732.420     77.430    514.333           1.137                 24.276        -24.061   -229.523        0.377        -86.697         -1.139         -8.503     -21.296        0.000      9.788    153.609    -10.312            0.096    -11.210        -10.909                    0.000                     0.000                  0.000                 0.000 12.329      0.901    117.000            0.000         0.000    837.000  S_00000203
SCORE:  -310.958   -689.470     70.222    500.313           1.208                 27.261        -23.523   -220.813        0.205        -84.245         -0.177         -7.885     -20.069        0.000      8.541    158.767     -9.059            0.192    -11.210        -11.217                    0.000                     0.000                  0.000                 0.000 11.284      6.420     87.000            0.000         0.000    691.000  S_00000223
SCORE:  -330.971   -719.269     78.440    511.605           1.134                 26.003        -22.244   -219.630        0.087        -84.010         -1.046        -10.727     -18.417        0.000      9.497    150.095    -11.377            0.333    -11.210        -10.236                    0.000                     0.000                  0.000                 0.000 12.113      1.078    117.000            0.000         0.000    849.000  S_00000207
SCORE:  -333.985   -706.634     75.651    502.021           1.331                 23.527        -20.971   -230.715        0.259        -84.887         -1.466         -8.214     -21.736        0.000      9.020    156.948    -10.363            0.137    -11.210         -6.682                    0.000                     0.000                  0.000                 0.000 11.645      1.437    117.000            0.000         0.000    751.000  S_00000218
SCORE:  -337.986   -722.144     75.895    516.960           1.160                 24.860        -23.494   -227.294        0.136        -83.522         -1.243         -7.308     -20.936        0.000      8.383    151.691     -9.709            0.243    -11.210        -10.453                    0.000                     0.000                  0.000                 0.000 11.796      1.458    117.000            0.000         0.000    874.000  S_00000205
SCORE:  -346.932   -724.571     73.129    503.492           1.208                 25.415        -24.092   -219.592        0.435        -86.387         -1.141         -6.949     -18.902        0.000      6.998    150.591     -8.394            0.200    -11.210         -7.163                    0.000                     0.000                  0.000                 0.000 12.492      1.116    117.000            0.000         0.000    739.000  S_00000221
SCORE:  -325.033   -725.572     81.327    515.350           1.128                 25.925        -22.587   -225.088        0.204        -85.144         -1.456         -8.943     -20.394        0.000     14.057    155.483     -9.373            0.166    -11.210         -8.905                    0.000                     0.000                  0.000                 0.000 11.832      0.956    117.000            0.000         0.000    931.000  S_00000201
SCORE:  -350.098   -723.788     75.165    515.095           1.130                 25.773        -22.377   -235.397        0.279        -87.101         -1.289         -9.393     -19.922        0.000     10.167    151.254    -11.059            0.208    -11.210         -7.632                    0.000                     0.000                  0.000                 0.000 12.514      1.274    117.000            0.000         0.000    806.000  S_00000214
SCORE:  -326.414   -719.954     77.608    522.595           1.285                 24.430        -25.080   -232.424        0.473        -85.157         -1.861         -8.965     -16.943        0.000      8.642    156.131     -8.379            0.063    -11.210         -7.669                    0.000                     0.000                  0.000                 0.000 12.285      2.257    117.000            0.000         0.000    735.000  S_00000224
SCORE:  -353.428   -724.252     72.046    506.248           1.112                 24.091        -21.868   -220.539        0.390        -87.253         -1.636         -8.715     -16.879        0.000      8.384    146.266    -11.544            0.265    -11.210         -8.335                    0.000                     0.000                  0.000                 0.000 12.178      0.923    117.000            0.000         0.000    965.000  S_00000200
SCORE:  -335.895   -715.501     77.603    497.020           1.157                 24.453        -22.570   -216.440        0.330        -82.606         -1.096         -8.608     -17.934        0.000      7.848    150.374     -8.934            0.275    -11.210        -10.056                    0.000                     0.000                  0.000                 0.000 12.482      1.069    117.000            0.000         0.000    674.000  S_00000226
SCORE:  -350.020   -726.175     78.309    512.993           1.172                 25.593        -20.872   -229.995        0.430        -87.237         -1.509         -9.093     -21.072        0.000      9.512    149.168    -10.794            0.601    -11.210         -9.840                    0.000                     0.000                  0.000                 0.000 12.348      0.930    117.000            0.000         0.000    786.000  S_00000222
SCORE:  -332.049   -711.834     72.742    512.781           1.134                 25.216        -23.646   -224.704        0.189        -84.810         -1.384         -8.796     -18.356        0.000     11.259    149.747    -10.784            0.257    -11.210         -9.850                    0.000                     0.000                  0.000                 0.000 12.282      2.325    117.000            0.000         0.000    749.000  S_00000225
SCORE:  -335.186   -737.716     78.262    516.081           1.170                 25.456        -22.322   -218.534        0.786        -85.124         -1.472         -7.758     -16.408        0.000     11.223    146.121     -7.680            0.115    -11.210         -6.177                    0.000                     0.000                  0.000                 0.000 12.361      1.135    117.000            0.000         0.000    845.000  S_00000219
SCORE:  -343.559   -705.787     68.364    497.790           1.323                 24.737        -22.737   -222.102        0.267        -85.924         -1.692         -6.794     -17.387        0.000      8.556    149.119     -9.994            0.099    -11.210        -10.190                    0.000                     0.000                  0.000                 0.000 12.841      1.658    117.000            0.000         0.000    725.000  S_00000227
SCORE:  -349.985   -720.294     73.066    499.327           1.163                 24.723        -25.003   -218.606        0.341        -85.241         -1.732         -8.738     -13.554        0.000      9.796    147.100    -11.549            0.732    -11.210        -10.308                    0.000                     0.000                  0.000                 0.000 12.166      1.008    117.000            0.000         0.000    718.000  S_00000229
SCORE:  -344.507   -714.300     74.387    500.932           1.168                 24.825        -25.299   -223.092        0.340        -85.254         -1.490         -9.029     -15.464        0.000      9.427    150.480    -11.202            0.142    -11.210         -9.867                    0.000                     0.000                  0.000                 0.000 11.544      2.025    117.000            0.000         0.000    679.000  S_00000233
SCORE:  -350.608   -732.019     73.923    518.433           1.147                 25.188        -25.126   -229.706        0.496        -83.265         -1.032         -9.350     -18.666        0.000      8.815    150.412    -10.855            0.300    -11.210         -8.094                    0.000                     0.000                  0.000                 0.000 12.067      1.001    117.000            0.000         0.000    867.000  S_00000228
SCORE:  -340.184   -728.098     77.113    507.269           1.147                 23.904        -24.299   -217.765        0.438        -86.534         -1.032         -5.704     -17.399        0.000      8.886    150.978     -9.498            0.073    -11.210         -8.451                    0.000                     0.000                  0.000                 0.000 12.448      1.066    117.000            0.000         0.000    803.000  S_00000231
SCORE:  -345.067   -726.102     75.411    496.376           1.094                 23.690        -23.968   -210.051        0.239        -85.536         -0.987         -8.444     -12.333        0.000      8.499    149.951    -10.541            0.144    -11.210        -11.300                    0.000                     0.000                  0.000                 0.000 12.029      0.986    117.000            0.000         0.000    814.000  S_00000230
SCORE:  -342.328   -712.061     72.613    505.262           1.236                 24.773        -24.021   -223.182        0.195        -85.938         -1.179         -9.236     -21.800        0.000      8.691    153.476    -10.712            0.364    -11.210         -9.599                    0.000                     0.000                  0.000                 0.000 11.995      1.335    117.000            0.000         0.000    696.000  S_00000235
SCORE:  -337.449   -719.468     71.242    511.437           1.140                 25.407        -23.801   -226.423        0.320        -88.256         -1.512        -10.180     -11.875        0.000     11.982    151.908     -9.585            0.253    -11.210         -8.827                    0.000                     0.000                  0.000                 0.000 12.249      0.930    117.000            0.000         0.000   1247.000  S_00000210
SCORE:  -323.782   -712.989     77.729    507.048           1.203                 27.110        -24.374   -224.548        0.159        -81.603         -1.717        -13.912     -14.837        0.000      9.742    155.190    -10.364            0.111    -11.210         -6.519                    0.000                     0.000                  0.000                 0.000 11.947      1.745    117.000            0.000         0.000   1185.000  S_00000217
SCORE:  -354.107   -727.570     75.262    515.020           1.134                 25.128        -22.498   -233.637        0.350        -86.057         -0.942         -6.297     -17.477        0.000      8.403    148.218    -11.223            0.123    -11.210        -10.833                    0.000                     0.000                  0.000                 0.000 12.056      0.891    117.000            0.000         0.000    674.000  S_00000239
SCORE:  -339.568   -733.690     79.945    512.288           1.126                 26.087        -24.978   -224.300        0.498        -85.461         -1.118         -6.930     -22.533        0.000     10.628    158.010     -8.119            0.706    -11.210        -10.517                    0.000                     0.000                  0.000                 0.000 11.712      0.884    117.000            0.000         0.000    870.000  S_00000232
SCORE:  -340.672   -727.553     78.943    511.052           1.139                 25.574        -21.514   -229.370        0.036        -84.853         -1.276         -8.973     -20.281        0.000     12.677    156.241    -11.983            0.202    -11.210         -9.523                    0.000                     0.000                  0.000                 0.000 11.720      1.619    117.000            0.000         0.000    824.000  S_00000234
SCORE:  -321.384   -697.004     74.537    498.906           1.249                 26.372        -22.684   -222.337        0.120        -87.572         -0.847         -8.926     -17.792        0.000      9.216    156.468     -9.249            0.124    -11.210        -10.757                    0.000                     0.000                  0.000                 0.000 12.771      4.547     96.000            0.000         0.000   1242.000  S_00000215
SCORE:  -344.855   -735.078     80.542    516.512           1.146                 26.121        -23.877   -230.450        0.447        -85.532         -1.590         -9.926     -20.156        0.000     10.059    158.727    -10.741            0.739    -11.210        -10.586                    0.000                     0.000                  0.000                 0.000 12.379      0.907    117.000            0.000         0.000    750.000  S_00000237
SCORE:  -309.318   -690.756     71.059    500.785           1.199                 24.956        -23.489   -208.973        0.323        -83.079         -0.860         -6.953     -17.895        0.000      7.158    149.917    -10.272            0.110    -11.210        -11.339                    0.000                     0.000                  0.000                 0.000 13.740      8.850     82.000            0.000         0.000    668.000  S_00000246
SCORE:  -321.839   -715.903     73.714    512.030           1.236                 27.642        -23.114   -224.364        0.452        -83.706         -1.234         -8.458     -18.422        0.000     10.440    158.465     -9.287            0.058    -11.210        -10.175                    0.000                     0.000                  0.000                 0.000 11.809      1.569    117.000            0.000         0.000    705.000  S_00000244
SCORE:  -345.697   -725.050     72.004    515.006           1.213                 24.823        -25.537   -226.350        0.425        -83.419         -1.455         -9.620     -16.820        0.000      8.488    149.513     -9.310            0.195    -11.210         -8.592                    0.000                     0.000                  0.000                 0.000 12.411      1.952    117.000            0.000         0.000    704.000  S_00000245
SCORE:  -338.992   -724.207     76.031    518.325           1.185                 25.251        -22.370   -229.151        0.200        -86.912         -1.177         -8.460     -16.344        0.000      9.284    154.993    -11.214            0.217    -11.210        -13.434                    0.000                     0.000                  0.000                 0.000 11.615      1.369    117.000            0.000         0.000    721.000  S_00000242
SCORE:  -352.713   -729.512     73.747    507.756           1.202                 26.502        -25.060   -228.410        0.361        -87.419         -1.307         -9.018     -17.020        0.000      8.820    157.411     -9.598            0.164    -11.210        -10.122                    0.000                     0.000                  0.000                 0.000 12.056      0.880    117.000            0.000         0.000    686.000  S_00000247
SCORE:  -336.279   -702.778     71.790    504.390           1.162                 25.925        -18.459   -229.434        0.502        -86.919         -2.287         -8.640     -24.059        0.000     10.857    152.850     -9.518            0.260    -11.210        -10.711                    0.000                     0.000                  0.000                 0.000 11.301      5.078     94.000            0.000         0.000    702.000  S_00000250
SCORE:  -336.960   -717.514     76.325    511.806           1.143                 24.642        -23.756   -226.073        0.349        -84.633         -1.626         -8.774     -15.734        0.000      8.649    149.211    -10.265            0.066    -11.210         -9.565                    0.000                     0.000                  0.000                 0.000 12.199      1.089    117.000            0.000         0.000    704.000  S_00000251
SCORE:  -346.574   -718.313     72.658    497.948           1.149                 24.155        -21.468   -218.796        0.293        -87.154         -1.523         -9.181     -16.769        0.000      8.932    152.673    -11.191            0.335    -11.210         -9.112                    0.000                     0.000                  0.000                 0.000 12.093      1.410    117.000            0.000         0.000    720.000  S_00000248
SCORE:  -338.864   -720.373     78.814    508.726           1.209                 26.663        -24.687   -231.249        0.298        -79.998         -0.811         -6.830     -21.650        0.000      8.664    155.474    -10.025            0.040    -11.210        -11.920                    0.000                     0.000                  0.000                 0.000 12.499      1.173    117.000            0.000         0.000    675.000  S_00000253
SCORE:  -333.256   -694.342     68.286    508.258           1.189                 24.037        -22.599   -227.564        0.296        -85.481         -1.424         -5.765     -17.998        0.000      7.773    145.855    -11.436            0.157    -11.210        -11.289                    0.000                     0.000                  0.000                 0.000 10.803      2.261    117.000            0.000         0.000    815.000  S_00000240
SCORE:  -339.032   -715.069     76.214    505.976           1.150                 25.587        -21.736   -226.690        0.128        -84.444         -1.563         -6.708     -17.199        0.000      9.442    150.251    -10.456            0.184    -11.210        -12.889                    0.000                     0.000                  0.000                 0.000 11.776      1.579    117.000            0.000         0.000    663.000  S_00000257
SCORE:  -342.677   -716.126     75.683    508.072           1.215                 24.849        -23.863   -228.543        0.098        -85.263         -1.622        -11.054     -13.205        0.000      8.023    153.183    -11.211            0.156    -11.210        -11.859                    0.000                     0.000                  0.000                 0.000 11.576      1.750    117.000            0.000         0.000    799.000  S_00000241
SCORE:  -338.814   -729.593     77.096    518.791           1.278                 25.430        -23.209   -235.382        0.272        -87.188         -0.836         -7.519     -23.780        0.000     10.268    163.621     -9.093            0.289    -11.210         -8.051                    0.000                     0.000                  0.000                 0.000 12.613      1.413    117.000            0.000         0.000    936.000  S_00000236
SCORE:  -343.359   -722.802     78.012    513.006           1.204                 26.180        -23.514   -228.065        0.519        -87.073         -1.226         -9.027     -17.741        0.000      9.962    149.319     -8.963            0.128    -11.210        -12.066                    0.000                     0.000                  0.000                 0.000 11.753      1.080    117.000            0.000         0.000    737.000  S_00000252
SCORE:  -329.083   -713.908     78.412    514.419           1.176                 26.332        -21.146   -232.954        0.318        -85.608         -1.386         -8.450     -16.236        0.000      9.787    152.773    -10.330            0.356    -11.210        -11.428                    0.000                     0.000                  0.000                 0.000 11.925      1.766    117.000            0.000         0.000    711.000  S_00000254
SCORE:  -337.815   -724.915     76.181    508.401           1.189                 26.836        -25.413   -222.163        0.376        -82.165         -1.080        -10.253     -19.239        0.000      8.145    157.672    -10.315            0.085    -11.210         -9.946                    0.000                     0.000                  0.000                 0.000 12.404      1.555    117.000            0.000         0.000    687.000  S_00000259
SCORE:  -331.850   -712.530     75.330    498.844           1.313                 25.541        -22.530   -226.425        0.176        -83.940         -1.358         -9.155     -14.376        0.000      8.871    161.472     -9.673            0.137    -11.210        -12.337                    0.000                     0.000                  0.000                 0.000 11.595      1.606    117.000            0.000         0.000    729.000  S_00000256
SCORE:  -337.196   -717.407     77.216    500.905           1.162                 23.513        -25.468   -216.021        0.365        -87.612         -1.043         -6.898     -16.746        0.000     10.737    155.419    -10.761            0.187    -11.210        -13.535                    0.000                     0.000                  0.000                 0.000 11.652      1.345    117.000            0.000         0.000    683.000  S_00000263
SCORE:  -325.558   -706.086     72.423    501.447           1.198                 26.732        -22.177   -216.141        0.165        -86.770         -2.046         -8.629     -18.451        0.000     10.829    153.049    -10.646            0.124    -11.210         -9.370                    0.000                     0.000                  0.000                 0.000 12.277      3.467    115.000            0.000         0.000    635.000  S_00000269
SCORE:  -335.699   -719.726     75.681    510.214           1.120                 26.065        -23.977   -230.865        0.246        -83.298         -1.149         -7.910     -15.676        0.000     10.932    150.420    -11.787            0.112    -11.210         -4.889                    0.000                     0.000                  0.000                 0.000 11.686      0.911    117.000            0.000         0.000    701.000  S_00000264
SCORE:  -328.726   -719.743     74.135    508.273           1.185                 26.583        -20.717   -219.696        0.182        -84.082         -1.684         -7.646     -15.544        0.000     11.474    154.510    -12.261            0.114    -11.210        -12.600                    0.000                     0.000                  0.000                 0.000 12.070      1.311    117.000            0.000         0.000    842.000  S_00000249
SCORE:  -337.972   -727.609     73.065    516.925           1.205                 28.122        -21.556   -234.783        0.963        -84.221         -1.401         -8.544     -20.827        0.000     10.018    159.444     -8.789            0.061    -11.210         -8.836                    0.000                     0.000                  0.000                 0.000 11.800      1.527    117.000            0.000         0.000    983.000  S_00000238
SCORE:  -348.645   -733.662     75.092    508.789           1.191                 25.220        -23.227   -221.048        0.275        -85.378         -1.295         -8.258     -13.859        0.000      8.683    153.794    -10.707            0.260    -11.210        -13.305                    0.000                     0.000                  0.000                 0.000 12.388      0.938    117.000            0.000         0.000    700.000  S_00000266
SCORE:  -338.973   -721.232     73.518    511.739           1.136                 25.480        -20.177   -231.169        0.692        -85.922         -1.596         -7.663     -16.449        0.000      7.825    155.545    -11.536            0.159    -11.210         -8.112                    0.000                     0.000                  0.000                 0.000 12.045      1.064    117.000            0.000         0.000    699.000  S_00000267
SCORE:  -327.747   -718.461     76.525    507.782           1.221                 26.777        -26.163   -221.986        0.324        -83.331         -1.405         -9.396     -16.046        0.000      8.780    155.886     -8.119            0.145    -11.210         -9.069                    0.000                     0.000                  0.000                 0.000 11.357      2.134    117.000            0.000         0.000    764.000  S_00000260
SCORE:  -339.968   -711.766     72.804    511.782           1.163                 24.985        -23.771   -231.210        0.375        -84.861         -1.074        -12.052     -22.763        0.000      9.002    155.640     -8.111            0.240    -11.210         -9.143                    0.000                     0.000                  0.000                 0.000 13.735      8.670     72.000            0.000         0.000    655.000  S_00000271
SCORE:  -321.279   -700.957     77.143    504.404           1.169                 25.909        -22.624   -226.814        0.234        -86.851         -0.620         -9.654     -19.656        0.000     11.766    158.259     -9.977            0.050    -11.210        -11.851                    0.000                     0.000                  0.000                 0.000 11.621      1.280    117.000            0.000         0.000    935.000  S_00000243
SCORE:  -338.154   -715.763     77.202    508.334           1.125                 25.231        -20.135   -230.092        0.270        -88.072         -1.344         -6.232     -20.172        0.000     10.726    152.572     -9.923            0.209    -11.210        -10.882                    0.000                     0.000                  0.000                 0.000 11.620      1.614    117.000            0.000         0.000    743.000  S_00000265
SCORE:  -342.120   -718.515     75.704    500.598           1.094                 23.049        -23.244   -216.449        0.244        -88.543         -1.050         -6.408     -15.865        0.000     10.842    147.487    -10.000            0.236    -11.210        -10.091                    0.000                     0.000                  0.000                 0.000 11.658      1.422    117.000            0.000         0.000    876.000  S_00000255
SCORE:  -343.044   -726.306     79.915    515.568           1.183                 26.439        -22.874   -234.041        0.300        -86.031         -1.130         -7.396     -18.814        0.000     10.876    150.007    -10.025            0.140    -11.210         -9.647                    0.000                     0.000                  0.000                 0.000 11.949      1.635    117.000            0.000         0.000    844.000  S_00000258
SCORE:  -343.889   -725.787     73.691    507.907           1.206                 24.999        -22.153   -222.342        0.533        -88.332         -1.048         -9.247     -15.145        0.000     10.103    149.870     -8.675            0.180    -11.210         -8.438                    0.000                     0.000                  0.000                 0.000 11.954      1.187    117.000            0.000         0.000    742.000  S_00000270
SCORE:  -328.557   -713.467     74.743    504.995           1.159                 25.785        -23.892   -220.389        0.427        -80.580         -1.697         -6.168     -21.197        0.000      8.294    153.885    -10.463            0.067    -11.210         -8.848                    0.000                     0.000                  0.000                 0.000 12.019      1.931    117.000            0.000         0.000    860.000  S_00000268
SCORE:  -337.546   -703.637     73.860    516.384           1.149                 24.536        -21.094   -233.526        0.338        -87.150         -1.796        -10.638     -19.824        0.000      9.529    148.290    -11.268            0.119    -11.210        -11.609                    0.000                     0.000                  0.000                 0.000 11.609      2.046    117.000            0.000         0.000    734.000  S_00000272
SCORE:  -328.639   -712.503     75.132    509.311           1.177                 25.638        -20.886   -226.174        0.240        -81.514         -1.771         -8.353     -23.817        0.000      8.873    156.734    -11.240            0.695    -11.210         -8.971                    0.000                     0.000                  0.000                 0.000 12.183      1.434    117.000            0.000         0.000    695.000  S_00000273
SCORE:  -326.226   -706.515     81.624    500.267           1.171                 26.010        -22.480   -222.158        0.286        -80.227         -1.284        -10.364     -20.089        0.000      8.817    151.999    -10.615            0.021    -11.210        -11.480                    0.000                     0.000                  0.000                 0.000 11.452      1.796    117.000            0.000         0.000    993.000  S_00000261
SCORE:  -336.519   -715.860     75.186    510.714           1.187                 24.886        -23.944   -230.838        0.331        -83.620         -1.468        -12.352     -18.435        0.000     12.066    155.171    -10.241            0.252    -11.210         -8.341                    0.000                     0.000                  0.000                 0.000 12.501      1.429    117.000            0.000         0.000    705.000  S_00000275
SCORE:  -329.279   -698.726     71.136    500.056           1.174                 24.901        -22.269   -214.295        0.325        -84.646         -1.131         -7.741     -24.293        0.000     10.672    150.730    -11.214            0.291    -11.210        -13.039                    0.000                     0.000                  0.000                 0.000 11.362      1.958    117.000            0.000         0.000   1032.000  S_00000262
SCORE:  -340.276   -720.156     77.533    501.563           1.286                 25.823        -21.190   -232.165        0.143        -85.946         -1.634         -9.222     -18.019        0.000      9.797    161.927    -10.240            0.144    -11.210         -8.710                    0.000                     0.000                  0.000                 0.000 12.144      1.376    117.000            0.000         0.000    669.000  S_00000278
SCORE:  -351.887   -726.610     71.636    515.595           1.162                 25.681        -23.045   -232.408        0.347        -86.340         -0.972         -9.055     -18.641        0.000      8.776    154.410    -11.141            0.265    -11.210        -10.337                    0.000                     0.000                  0.000                 0.000 12.108      0.805    117.000            0.000         0.000    636.000  S_00000282
SCORE:  -296.684   -686.116     76.782    517.671           1.223                 24.020        -26.752   -221.745        0.176        -81.441         -1.871         -7.380     -19.852        0.000      9.109    153.945    -11.530            0.120    -11.210        -11.833                    0.000                     0.000                  0.000                 0.000 12.938     11.518     76.000            0.000         0.000    648.000  S_00000283
SCORE:  -349.209   -731.819     73.071    516.051           1.153                 24.593        -22.773   -222.128        0.492        -86.192         -1.420         -9.745     -19.958        0.000      9.791    147.138     -8.892            0.197    -11.210         -7.557                    0.000                     0.000                  0.000                 0.000 12.438      0.761    117.000            0.000         0.000    778.000  S_00000277
SCORE:  -321.953   -690.456     70.622    504.959           1.364                 27.854        -21.542   -236.219        0.091        -81.366         -1.978        -10.829     -23.044        0.000      8.488    161.821    -11.793            0.152    -11.210         -8.868                    0.000                     0.000                  0.000                 0.000 11.658      4.866     98.000            0.000         0.000    698.000  S_00000279
SCORE:  -316.981   -688.896     73.236    494.946           1.131                 24.630        -26.754   -214.340        0.317        -84.695         -1.258         -6.462     -12.741        0.000      7.241    146.024    -10.609            0.119    -11.210         -7.660                    0.000                     0.000                  0.000                 0.000 10.813      3.552    109.000            0.000         0.000    705.000  S_00000284
SCORE:  -337.019   -723.144     79.030    513.184           1.135                 25.233        -25.072   -228.272        0.229        -82.174         -1.524        -10.584     -15.904        0.000     10.384    150.143     -9.431            0.233    -11.210         -9.277                    0.000                     0.000                  0.000                 0.000 11.891      1.565    117.000            0.000         0.000    785.000  S_00000280
SCORE:  -319.134   -696.969     72.980    504.922           1.226                 28.291        -23.060   -227.616        0.264        -86.467         -2.100         -8.054     -16.859        0.000      6.661    153.102     -9.778            0.217    -11.210         -4.685                    0.000                     0.000                  0.000                 0.000 11.625      1.995    117.000            0.000         0.000    696.000  S_00000289
SCORE:  -272.230   -647.761     68.161    490.558           1.202                 25.695        -17.613   -214.992        0.128        -80.115         -0.736         -8.623     -20.603        0.000      7.319    150.226    -10.776            0.718    -11.210         -3.808                    0.000                     0.000                  0.000                 0.000 15.239     12.795     62.000            0.000         0.000    663.000  S_00000290
SCORE:  -333.888   -714.873     75.474    500.031           1.158                 22.962        -22.377   -220.306        0.065        -86.504         -1.477         -5.433     -15.169        0.000     10.807    153.347     -8.812            0.200    -11.210        -11.771                    0.000                     0.000                  0.000                 0.000 11.644      1.576    117.000            0.000         0.000    713.000  S_00000287
SCORE:  -329.654   -712.915     77.757    509.970           1.147                 26.556        -21.593   -224.928        0.245        -87.742         -1.043         -9.314     -14.283        0.000      9.516    152.453    -12.672            0.121    -11.210        -11.720                    0.000                     0.000                  0.000                 0.000 11.515      1.865    117.000            0.000         0.000    704.000  S_00000291
SCORE:  -351.836   -731.380     77.680    515.317           1.162                 25.114        -24.514   -234.299        0.271        -82.233         -1.329         -8.717     -20.622        0.000      9.282    155.449    -10.907            0.289    -11.210        -11.189                    0.000                     0.000                  0.000                 0.000 12.656      1.442    117.000            0.000         0.000    773.000  S_00000286
SCORE:  -331.168   -711.944     75.360    501.265           1.232                 25.364        -24.963   -221.546        0.119        -83.192         -1.380         -9.287     -19.855        0.000      8.016    156.990     -8.196            0.675    -11.210         -8.618                    0.000                     0.000                  0.000                 0.000 11.792      1.525    117.000            0.000         0.000    674.000  S_00000299
SCORE:  -336.424   -715.285     71.286    516.904           1.163                 24.280        -23.328   -228.372        0.383        -85.894         -0.574         -8.591     -19.579        0.000     10.208    150.696     -9.691            0.130    -11.210         -8.950                    0.000                     0.000                  0.000                 0.000 12.368      2.316    117.000            0.000         0.000    775.000  S_00000288
SCORE:  -330.905   -710.367     73.807    511.843           1.183                 24.655        -22.757   -221.484        0.111        -82.646         -1.574         -9.384     -20.202        0.000      8.056    153.212    -10.673            0.242    -11.210        -13.716                    0.000                     0.000                  0.000                 0.000 12.268      1.926    117.000            0.000         0.000   1025.000  S_00000274
SCORE:  -332.566   -709.328     73.879    503.195           1.171                 26.284        -22.488   -223.881        0.294        -85.379         -1.251         -7.998     -17.216        0.000     10.380    147.665    -11.414            0.268    -11.210         -5.535                    0.000                     0.000                  0.000                 0.000 11.861      1.424    117.000            0.000         0.000    722.000  S_00000294
SCORE:  -333.261   -724.446     78.243    515.446           1.207                 24.373        -21.382   -230.907        0.289        -81.213         -2.159        -10.924     -20.660        0.000      8.988    159.312    -10.090            0.235    -11.210         -8.363                    0.000                     0.000                  0.000                 0.000 11.973      1.289    117.000            0.000         0.000    807.000  S_00000285
SCORE:  -348.524   -726.551     76.434    513.403           1.131                 24.664        -20.916   -229.212        0.328        -84.427         -0.939         -8.470     -20.062        0.000     10.549    147.057    -11.100            0.112    -11.210         -9.317                    0.000                     0.000                  0.000                 0.000 12.365      1.436    117.000            0.000         0.000    731.000  S_00000297
